"company_name","summary","author_title","author_location","recommends_flag","outlook_flag","ceo_opinion_flag","main_text_description","pros_description","cons_description","advice_to_management_description","star_rating_overall","star_rating_work_life_balance","star_rating_culture_and_values","star_rating_career_opportunities","star_rating_comp_and_benefits","star_rating_senior_management","star_rating_review_date"
"gsk","Good Company but needs a new start in management and workers","Former Employee - Production","None","Recommends","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than a year","Flexible work schedule, Great working experience to carry forward","Lazy people  just there to get a check","None",2.0,2.0,2.0,2.0,3.0,2.0,"Tue Jul 31 2018 05:11:51 GMT-0700 (Pacific Daylight Time)"
"gsk","Good Company but needs a new start in management and workers","Former Employee - Production","None","Recommends","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than a year","Flexible work schedule, Great working experience to carry forward","Lazy people  just there to get a check","None",2.0,2.0,2.0,2.0,3.0,2.0,"Tue Jul 31 2018 05:11:51 GMT-0700 (Pacific Daylight Time)"
"gsk","Virtual Medical Representative","Current Employee - Virtual Medical Representative","Lagos","Recommends","None","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","A place where people from diverse background can work together to contribute their own quota to meet organization's goal","Diversity in activities on the field as regards indigenous companies","None",5.0,None,None,None,None,None,"Fri Jul 13 2018 05:34:26 GMT-0700 (Pacific Daylight Time)"
"gsk","everything will do very well","Current Employee - Electrical Engineer","Karāchi","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","i will never give you an opportunity to complain","i play cricket
book readings
computer word pad","None",5.0,5.0,5.0,5.0,5.0,5.0,"Wed Jul 11 2018 10:53:09 GMT-0700 (Pacific Daylight Time)"
"gsk","Interested to continue working with GSK with different roles","Current Employee - Anonymous Employee","Singapore","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","GSK is best because it works on the values","It supports woman employment, Values","None",5.0,4.0,4.0,5.0,4.0,4.0,"Wed Jul 11 2018 12:55:54 GMT-0700 (Pacific Daylight Time)"
"gsk","Good ethical company to work with","Former Employee - Senior Biotechnologist","Tuas, West","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time","Transparency
Integrity 
Respect 
Patient focus 

A very good company to work with in the singapore Tuas south site.","Management do not support personal biotechnologist development. 
Studying related course to improve yourself will be rejected by the company even after they promised to support you.","None",3.0,5.0,4.0,2.0,5.0,1.0,"Sun Jul 22 2018 15:58:22 GMT-0700 (Pacific Daylight Time)"
"gsk","Incident &amp; Problem Manager","Former Employee - Incident & Problem Manager","Kuala Lumpur","Recommends","Positive Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than a year","Good working environment, Good benefits","Limited career progression as the seniors stay on really long and not much of opportunity to move up","None",4.0,4.0,4.0,3.0,4.0,4.0,"Tue Jul 10 2018 01:49:45 GMT-0700 (Pacific Daylight Time)"
"gsk","Good organization culture","Current Employee - Administrative","Nairobi","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Inculcates the value of integrity","Limited opportunities for those without scientific background","None",3.0,3.0,3.0,3.0,3.0,3.0,"Tue Jul 24 2018 07:19:13 GMT-0700 (Pacific Daylight Time)"
"gsk","working at GSK","Former Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","opportunities for growth through various programs including volunteering at NGO through pulse
Good life work balance but depends on line management so some have it better than others","organization promotes speak up culture though little is done to deal with bad managers.
line manager has a lot to do with the opportunities you can access which doesn't work well if you have one who is not pro developing their team.","None",4.0,4.0,2.0,4.0,4.0,3.0,"Sat Jul 07 2018 05:18:36 GMT-0700 (Pacific Daylight Time)"
"gsk","Commercial Director","Former Employee - Anonymous Employee","None","Recommends","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time","The company is with very good value, leadership expectation on leaders. Compensation package is around average in the industry.","Too much focus on one single franchise of the business, de-motivating colleagues who make effort to grow the cash cow buisness.","None",3.0,4.0,4.0,3.0,3.0,2.0,"Sun Jul 22 2018 18:48:21 GMT-0700 (Pacific Daylight Time)"
"gsk","Nice place to work for people who don’t want to be pushed hard","Current Employee - Senior Director","Philadelphia, PA","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Good work-life balance, friendly workplace, good pay and benefits, diversified product portfolio with pharma and vaccines, many employees have be here for over 20 years","Employees focus on busy work to justify their job, no interest in doing high impact work that drives the business, not clear who is accountable for difficult decisions","None",3.0,4.0,3.0,3.0,3.0,4.0,"Sat Jul 21 2018 05:53:42 GMT-0700 (Pacific Daylight Time)"
"gsk","Pharmacovigilence","Former Employee - Drug Safety Associate","Mumbai","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than a year","Very good and interesting job","As such no any problem","None",5.0,5.0,5.0,5.0,5.0,5.0,"Thu Jul 05 2018 08:47:52 GMT-0700 (Pacific Daylight Time)"
"gsk","Solid company to work for","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","New products, able to move around within the company","Old ways of working, not great leadership across all areas","None",4.0,4.0,3.0,5.0,4.0,4.0,"Mon Jul 02 2018 13:32:30 GMT-0700 (Pacific Daylight Time)"
"gsk","A good employer with not so good pay practices","Current Employee - Anonymous Employee","None","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","GSK helps people do more, feel better and live longer. This is a company with strong set of values. The focus on real conversations and genuine dialogue helps employees to be as they are and to express themselves freely.","I don't believe pay practices are fair. The company is in an industry with the strongest balance sheet and I don' t think the company shares the proceeds appropriately with its employees. The average pay rise is below the inflation rate. The compensation mechanism should be focused on position, person and performance. The company only pays for position and performance. There is no focus on the unique skills and value that a person brings to the company.","None",3.0,3.0,4.0,3.0,3.0,3.0,"Tue Jul 17 2018 07:54:17 GMT-0700 (Pacific Daylight Time)"
"gsk","Management needs reorganization","Current Employee - Anonymous Employee","None","Doesn't Recommend","Neutral Outlook","None","I have been working at GlaxoSmithKline full-time","Work life balance is decent","Management is lacking in many different areas
Bad morale","None",2.0,3.0,1.0,1.0,3.0,2.0,"Mon Jul 16 2018 15:54:19 GMT-0700 (Pacific Daylight Time)"
"gsk","Working at GSK","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","Great stability and no stress and great chance for promotions","you get a great salary and other benefits","None",5.0,None,None,None,None,None,"Sat Jun 30 2018 14:17:02 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","Growth oriented firm and takes care of people","no particular cons that I can mention","None",4.0,None,None,None,None,None,"Sat Jun 30 2018 13:08:41 GMT-0700 (Pacific Daylight Time)"
"gsk","working with GSK","Former Employee - Anonymous Employee","Mumbai","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","very good learning opportunity in GSK.","I don't think any major cons.","None",4.0,4.0,5.0,4.0,4.0,4.0,"Wed Jun 27 2018 04:33:23 GMT-0700 (Pacific Daylight Time)"
"gsk","Working at GSK India for last 5 years","Current Employee - Assistant Manager","Nashik","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","1) Good  internal standards to work with
2) Various medical based benefits for family
3) Adequate support from top managememt to implement good practices
4) Good work life balance","1) Slow and manual internal process
2) Comparatively less compensation","None",4.0,4.0,5.0,4.0,3.0,4.0,"Wed Jun 27 2018 09:25:42 GMT-0700 (Pacific Daylight Time)"
"gsk","Early talent falls through the cracks and innovation falls on deaf ears","Former Employee - Anonymous Employee","Dublin, Dublin","Doesn't Recommend","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than a year","- Global company - there's opportunity if you're willing to move &amp; lots of people to learn from
- Nice people
- Work/life balance is valued, but is often used as an excuse not to do company engagement activities","- Interns, graduates and early talent recycled year on year  - very little opportunity to progress
- Systems and processes stifle progress - new ways of doing things are not appreciated
- Some departments seem to have excess people while others are incredibly under resourced.
- Inclusion and Diversity strategy seems to be in full swing in head office but nothing transfers over to Ireland.
- Career development and progression is next to non existent. Once people are in a job, that's where they stay forever
- Employee engagement is all but forgotten - there are never any social events or staff activities.
- Performance is deemed the most important of the company's three priorities while 'innovation and trust' is pushed aside. If you're not performing at 100% every moment of the day, the company doesn't care about you.
- The Irish business has only one priority - profit. If you're not making money for the company they will cast you aside.","None",2.0,4.0,2.0,1.0,3.0,2.0,"Wed Jul 11 2018 02:30:48 GMT-0700 (Pacific Daylight Time)"
"gsk","Good place for start","Former Employee - IT Specialist","Poznań, Greater Poland","Recommends","Positive Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","- good benefits
- great work atmosphere
- lots of internal trainings","- it is really hard to 
- they were cutting costs on almost everything
- people were leaving company but no new recruitment was initiated, the job which was left had to be spitted between others","None",4.0,2.0,5.0,3.0,4.0,3.0,"Tue Jun 26 2018 00:41:16 GMT-0700 (Pacific Daylight Time)"
"gsk","Biotech","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","Transport, Culture, people, GSK values","Work load, new management","None",4.0,None,None,None,None,None,"Tue Jun 26 2018 01:16:19 GMT-0700 (Pacific Daylight Time)"
"gsk","Ratings for Sales Teams not based on Sales","Former Employee - Anonymous Employee","None","Doesn't Recommend","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time","Many divisions with many product lines, no shortage of products to sell.","Sales teams are not paid commission on sales. Paid on observed 'behaviors', takes the focus off selling and puts it on getting caught doing some thing good.","None",3.0,3.0,3.0,5.0,3.0,None,"Mon Jul 09 2018 14:29:38 GMT-0700 (Pacific Daylight Time)"
"gsk","Supply Planning Manager","Current Employee - Supply Chain Planning Manager","Panamá","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Salary, benefits, good opportunity of growing","Not good balance between family and work, not good team build","None",3.0,2.0,3.0,4.0,4.0,3.0,"Sat Jul 07 2018 22:37:46 GMT-0700 (Pacific Daylight Time)"
"gsk","Overall thumbs up.","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","Great people, good culture, recognition, company perks.","Political, difficult to progress, favouritism.","None",3.0,3.0,3.0,2.0,4.0,4.0,"Fri Jul 06 2018 17:22:41 GMT-0700 (Pacific Daylight Time)"
"gsk","IT Specialist","Current Employee - Anonymous Employee","None","Recommends","None","None","I have been working at GlaxoSmithKline full-time for more than a year","Flexible, Careers opportunities, Certifications, values, environment","Work/life balance not always great","None",5.0,3.0,5.0,4.0,4.0,4.0,"Tue Jun 19 2018 03:14:46 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK","None","None","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline ","great benefits, really enjoyable place to work, with good people.  the gsk bubble provides a happy life","low pay and limited progression","None",4.0,4.0,3.0,2.0,3.0,3.0,"Mon Jun 18 2018 14:00:36 GMT-0700 (Pacific Daylight Time)"
"gsk","Change &amp; Release management","Former Employee - Anonymous Employee","Kuala Lumpur","Recommends","None","None","I worked at GlaxoSmithKline full-time for more than 3 years","given out the gsk products to staff quarterly, buying product with staff price","need to have late night meeting once or twice a month with UK team","None",4.0,4.0,4.0,4.0,5.0,4.0,"Sun Jun 17 2018 22:58:04 GMT-0700 (Pacific Daylight Time)"
"gsk","Sales Rep","Current Employee - Anonymous Employee","None","None","None","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Good work Ethics, Teamspirit, Good products","Bureaucratic methods, unclear opportunitiew for personal development","None",4.0,3.0,5.0,3.0,4.0,3.0,"Mon Jun 18 2018 04:34:25 GMT-0700 (Pacific Daylight Time)"
"gsk","I am job seeker","Former Employee - Job Seeker","Kurukshetra","Recommends","Positive Outlook","None","I worked at GlaxoSmithKline full-time for less than a year","I have Good Communication Skills and good leadership skills.","I involve too much in task which i handle.","None",5.0,4.0,5.0,4.0,4.0,4.0,"Sun Jun 17 2018 11:14:05 GMT-0700 (Pacific Daylight Time)"
"gsk","Biochemist","Current Employee - Biochemist","King of Prussia, PA","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","Good work life balance and benefits.","Many of the day to day task are wasteful and non value added.","None",4.0,4.0,4.0,3.0,4.0,3.0,"Sat Jun 16 2018 17:34:14 GMT-0700 (Pacific Daylight Time)"
"gsk","Getting less bureaucratic but very top heavy","Current Employee - SAP Business Analyst","Collegeville, PA","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Global reach, diverse, true focus on helping patients","Red tape, lack of career development","None",3.0,4.0,4.0,3.0,4.0,4.0,"Sat Jun 30 2018 20:00:43 GMT-0700 (Pacific Daylight Time)"
"gsk","Good company","Current Employee - Anonymous Employee","None","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time","Good work norms and work culture","Company is good but it do nit follow the global culture","None",3.0,None,None,None,None,None,"Wed Jun 27 2018 05:55:20 GMT-0700 (Pacific Daylight Time)"
"gsk","Fifty fifty","Current Employee - Manager","Petaling Jaya","None","None","None","I have been working at GlaxoSmithKline full-time for more than 8 years","Flexibility with chances to learn new tech.","Usual office leadership team bureaucracy","None",3.0,3.0,4.0,3.0,2.0,1.0,"Mon Jun 25 2018 19:03:21 GMT-0700 (Pacific Daylight Time)"
"gsk","experience working with gsk","Former Employee - Future Leaders Program Graduate","None","Doesn't Recommend","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than a year","working for gsk gives one a feeling of inclusion , there is enough room to learn and grow and the managers were willing to assist in guiding you through your career.","due to the size of the company, some countries do not have the power to make decisions but have to wait for the category team to make such decisions which is pain staking. Also, there are too many systems and layers in the company that makes deliverables extremely slow down. in addition , with the new management , certain changes have been made to the company and their offices in some markets were shut down without prior notice to the staff . due to the change of management, the company does not seem to have am actual direction, plans keep changing on a whim.","None",3.0,3.0,3.0,3.0,4.0,3.0,"Tue Jun 26 2018 06:24:05 GMT-0700 (Pacific Daylight Time)"
"gsk","A company that lives by its values to do the right thing for its employees and its patients.","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","Compensation, benefits, other compensation plans, and development opportunities.","Constant change within the business creates unnecessary inefficiencies at times.","None",5.0,5.0,5.0,3.0,5.0,4.0,"Mon Jun 11 2018 11:51:22 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK is paymaster and employee friendly organisation","Current Employee - Quality Assurance Manager","Patiala","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Ample Job opportunities within company with cross functional movements to diversify your career","Slow processes and lack of technical advancement","None",4.0,4.0,3.0,4.0,4.0,4.0,"Mon Jun 11 2018 00:52:54 GMT-0700 (Pacific Daylight Time)"
"gsk","Great","Current Employee - Global Marketing Manager","Nyon","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Pragmatic, flexible, constructive, supportive, drive","Current systems and procedures not fully established (if need them)","None",5.0,4.0,5.0,4.0,3.0,4.0,"Sun Jun 10 2018 05:20:03 GMT-0700 (Pacific Daylight Time)"
"gsk","Wonderful company to work for. Great benefits and great pay.","Current Employee - Production Technician/Packaging Operator","Memphis, TN","Recommends","Negative Outlook","None","I have been working at GlaxoSmithKline full-time for more than a year","Great benefits, great pay, friendly people.","It's closing part of it's production compy","None",5.0,5.0,4.0,4.0,5.0,3.0,"Tue Jun 05 2018 17:52:03 GMT-0700 (Pacific Daylight Time)"
"gsk","Pass the buck organization","Current Employee - Anonymous Employee","Rockville, MD","Doesn't Recommend","Negative Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time","Brand name recognition and Free Institutional Brand Coffee","Lack of accountability
Demotivating processes
Government like bureaucracy
Funeral like enthusiasm and engagement","None",2.0,1.0,2.0,4.0,3.0,1.0,"Mon Jun 18 2018 10:52:45 GMT-0700 (Pacific Daylight Time)"
"gsk","Excellent company","Former Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time","A place to learn and contribute","It is not a FMCH company as it is wished.","None",4.0,3.0,4.0,3.0,5.0,3.0,"Thu Jun 07 2018 20:30:31 GMT-0700 (Pacific Daylight Time)"
"gsk","Job review","Current Employee - Production Executive","Colombo","Doesn't Recommend","Negative Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Good culture, good people, good work place","Less salary n increments, Less incentives","None",3.0,3.0,5.0,4.0,1.0,3.0,"Thu Jun 21 2018 20:56:34 GMT-0700 (Pacific Daylight Time)"
"gsk","overall","None","None","Recommends","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline ","good environment to work","job instability is a big concern","None",4.0,5.0,5.0,3.0,4.0,2.0,"Thu Jun 07 2018 10:13:31 GMT-0700 (Pacific Daylight Time)"
"gsk","CEHS Manager","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","A structured environment where respect for people is key","Alignment of business P&amp;L Across all levels","None",5.0,5.0,5.0,5.0,5.0,5.0,"Tue Jun 05 2018 13:13:45 GMT-0700 (Pacific Daylight Time)"
"gsk","Group Product Manager","Current Employee - Group Product Manager","Mumbai","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Stretch Assignments, NPL, Forecasting, Managing Sales","Lacks Execution agility, Too much focus on lead paraeters","None",4.0,4.0,4.0,4.0,4.0,3.0,"Wed Jun 06 2018 10:15:03 GMT-0700 (Pacific Daylight Time)"
"gsk","Family Style work environment","Current Employee - Commercial Director","Singapore","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Good work life balance,","Very slow career progression. Very conservative hiring practices (No 10 years sales/marketing experience? No Sr. Mgmt position !)","None",4.0,5.0,4.0,2.0,4.0,2.0,"Mon Jun 04 2018 08:40:17 GMT-0700 (Pacific Daylight Time)"
"gsk","Great company to work for","Current Employee - Anonymous Employee","None","Recommends","None","None","I have been working at GlaxoSmithKline full-time","Positive environment, accepting all cultures","Sometimes being a complex organisation and operating in different countries might delay the speed of execution of certain tasks","None",5.0,None,None,None,None,None,"Fri Jun 01 2018 10:23:32 GMT-0700 (Pacific Daylight Time)"
"gsk","Enriching, Gsk allows opportunity to learn, freedom to strategise and resources to execute.","Current Employee - Corporate Trainer","Mumbai","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Team work and global connect allows you sharing of best practices.","Adherence to Global sop's many times restrict  ideation.","None",3.0,2.0,4.0,4.0,3.0,2.0,"Thu Jun 14 2018 05:47:04 GMT-0700 (Pacific Daylight Time)"
"gsk","Mr","Current Employee - Senior Machine Operator","Cape Town","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","Best company to work for.","No development on shop floor.","None",4.0,3.0,4.0,3.0,3.0,3.0,"Tue May 29 2018 00:31:15 GMT-0700 (Pacific Daylight Time)"
"gsk","Good place to learn, work","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline full-time","Good work culture, learning, growth","Outdated IT systems, beurocratic HR practices","None",4.0,4.0,4.0,5.0,4.0,4.0,"Fri May 25 2018 06:24:06 GMT-0700 (Pacific Daylight Time)"
"gsk","Great development","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","Development is front and center at GSK which is helpful for motivated and gifted employees.  Also tuition reimbursement is an incredible offer.","Salaries could be higher but with the new CEO coming in I think some big changes for the better are on the horizon.","None",4.0,4.0,4.0,5.0,3.0,4.0,"Fri May 25 2018 09:20:18 GMT-0700 (Pacific Daylight Time)"
"gsk","Quality lead","Current Employee - Anonymous Employee","None","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time","Opportunity and job satisfaction are good","Stability and constant reorgs are challenging","None",4.0,2.0,4.0,5.0,4.0,2.0,"Tue May 22 2018 17:44:06 GMT-0700 (Pacific Daylight Time)"
"gsk","Family","Former Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than a year","You always feel like coming to work because they treat you like family. They support you and manager always wants the best for you.","The pay is not that high but you have a lot of events, paid activities and free food.","None",4.0,4.0,5.0,2.0,3.0,4.0,"Tue May 22 2018 00:15:05 GMT-0700 (Pacific Daylight Time)"
"gsk","Good Company","Former Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time","Great people and products. They know their business and set clear goals.","very managemnet heavy and slow to recat to the market","None",4.0,4.0,5.0,5.0,5.0,5.0,"Tue May 22 2018 09:42:19 GMT-0700 (Pacific Daylight Time)"
"gsk","Good company to work for","Current Employee - Tech Consultant","Poznań, Greater Poland","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for less than a year","work culture, multinational environment, good atmosphere","as in any big company - processes and procedures","None",5.0,5.0,5.0,4.0,5.0,5.0,"Mon May 21 2018 03:23:27 GMT-0700 (Pacific Daylight Time)"
"gsk","Sales","Current Employee - Sales Representative","Springfield, MA","Doesn't Recommend","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Flexible schedule, great company care, not too many national meetings, decent salary","Micromanagement is rampant, tons of busywork, compensation is not based on effort, no support from upper level management. Managers play favorites","None",2.0,3.0,1.0,1.0,3.0,1.0,"Thu May 31 2018 08:08:05 GMT-0700 (Pacific Daylight Time)"
"gsk","GP Medical Rep","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline full-time","Supportive team culture, and good bonuses","Too much admin and processes","None",4.0,4.0,4.0,4.0,4.0,4.0,"Fri May 18 2018 17:23:54 GMT-0700 (Pacific Daylight Time)"
"gsk","Like a school","Current Employee - Marketing Manager","Istanbul","Doesn't Recommend","Negative Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Multichannel focus high and ambitious","Not fair 
Too much political","None",3.0,1.0,2.0,3.0,3.0,1.0,"Sat Jun 02 2018 10:24:08 GMT-0700 (Pacific Daylight Time)"
"gsk","future leaders  programme","None","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline ","Because it is on of the best 
environment of work and one of pioneers in pharmaceutical industry field.","I do not have any downside of working at GlaxoSmithKline","None",5.0,5.0,5.0,5.0,5.0,5.0,"Thu May 17 2018 22:46:50 GMT-0700 (Pacific Daylight Time)"
"gsk","Manager","Former Employee - Anonymous Employee","None","Doesn't Recommend","Neutral Outlook","Disapproves of CEO","I worked at GlaxoSmithKline full-time","Great reputation, many good people.","Focus is on profit rather than the patient.","None",2.0,2.0,2.0,2.0,2.0,2.0,"Thu May 31 2018 10:52:20 GMT-0700 (Pacific Daylight Time)"
"gsk","Human Resources","Current Employee - Human Resources Manager","Durham, NC","Doesn't Recommend","Negative Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Salary and benefits are good and there are really hard working people trying to do their best work","Constant change and turnover are taking their toll, morale is down and being micromanaged by the UK. UK ways of working  do not always translate to the US. Poor raises and lack of promotion opportunity are difficult. No budget for continuing development or training.","None",2.0,3.0,2.0,1.0,2.0,2.0,"Fri May 25 2018 11:38:56 GMT-0700 (Pacific Daylight Time)"
"gsk","Quite the experience","None","None","None","None","None","I have been working at GlaxoSmithKline  for more than a year","Incredible opportunity and experience chancesof growth after leaving are immense","No Growth at all. Will stay at same level for long.","None",3.0,3.0,3.0,2.0,3.0,4.0,"Tue May 29 2018 01:03:58 GMT-0700 (Pacific Daylight Time)"
"gsk","The experience was awesome properly satisfied with the company norms.","Former Employee - Logistics Coordinator","Dubai","Recommends","Positive Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than a year","Motivator, leadership, fast learner, adaptable, hard worker","Workoholic, dont leave my work pending, work for extra hours","None",5.0,5.0,3.0,4.0,4.0,4.0,"Mon May 14 2018 00:30:25 GMT-0700 (Pacific Daylight Time)"
"gsk","Constant reorganization","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","Encourage development and education for all employees","Constant reorganization and uncertainty.  The preclinical organization reorgs about every 2-3 years","None",3.0,None,None,None,None,None,"Sun May 27 2018 16:40:42 GMT-0700 (Pacific Daylight Time)"
"gsk","Almost perfect","Current Employee - Mobile Applications Developer","Sofia","Recommends","Positive Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Perfect work environment, cool office, a place where your performance matters instead of how many hours you worked! Really scrupulous employer, I recommend","Small place to grow for an IT guy, salary is good, but don’t expect it to be at the highest market level","None",5.0,5.0,5.0,3.0,3.0,4.0,"Sun May 13 2018 12:59:17 GMT-0700 (Pacific Daylight Time)"
"gsk","Senior process chemist","Current Employee - Senior Process Chemist","Singapore","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Welfare benefit, opportunity, job security","Low salary,  no transport allowance","None",5.0,3.0,3.0,4.0,3.0,3.0,"Fri May 11 2018 07:19:02 GMT-0700 (Pacific Daylight Time)"
"gsk","Great benefits and balance","Current Employee - Manager","Philadelphia, PA","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","Culture of respect and togetherness - very rare to find yelling, politics, etc

Work life balance is excellent

Strong pay and bonus plans

Good amenities in the office

Management and leadership is accessible","Food and beverage quite expensive in cafe

Technology - systems and hardware - can use improvement and upgrading on a more regular basis","None",5.0,5.0,5.0,4.0,5.0,4.0,"Wed May 09 2018 13:54:07 GMT-0700 (Pacific Daylight Time)"
"gsk","Good","None","None","None","None","None","I have been working at GlaxoSmithKline ","Global impact, massive in healthcare","Systems and Processes are quite tedious","None",4.0,None,None,None,None,None,"Wed May 09 2018 20:46:19 GMT-0700 (Pacific Daylight Time)"
"gsk","As a  UI designer","UI Designer","Hyderābād","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline  for more than a year","Best place on earth for freshers","Hikes are not as per industry standard","None",4.0,5.0,4.0,4.0,2.0,4.0,"Wed May 09 2018 00:20:57 GMT-0700 (Pacific Daylight Time)"
"gsk","-","Former Employee - Manager","Mumbai","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 5 years","Good company to work for","Nothing specific to tell about.","None",4.0,4.0,4.0,4.0,4.0,4.0,"Wed May 09 2018 08:45:55 GMT-0700 (Pacific Daylight Time)"
"gsk","Working experience at KOP of Pa","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","Good commute, low stress, nice compus","Not much challenge or career development opportunity","None",3.0,None,None,None,None,None,"Tue May 22 2018 17:34:08 GMT-0700 (Pacific Daylight Time)"
"gsk","Working experience at KOP of Pa","Current Employee - Anonymous Employee","None","None","None","None","I have been working at GlaxoSmithKline full-time","Good commute, low stress, nice compus","Not much challenge or career development opportunity","None",3.0,None,None,None,None,None,"Tue May 22 2018 17:34:08 GMT-0700 (Pacific Daylight Time)"
"gsk","getting better","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","Easy to get behind the diseases they treat and strong pipeline","don't expect to move up in your career, they pre select everyone they want to promote.","None",3.0,3.0,3.0,1.0,3.0,2.0,"Wed May 23 2018 00:36:58 GMT-0700 (Pacific Daylight Time)"
